"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,2535.136,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,2607.513,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,2682.58,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,2724.673,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,2788.688,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2866.396,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2957.637,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,3060.449,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,3155.287,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,3259.546,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,3370.143,,
"COL","Colombia","YP99P3L1_ST","Population over 65","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,3487.015,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,63.03426,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,62.42208,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,64.08238,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,63.01898,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,63.36536,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,61.61111,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,61.23475,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,61.31618,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,63.63312,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,65.27031,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,66.89774,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,68.08192,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,68.20839,,
"COL","Colombia","YT99CEP2_ST","Civilian employment as % population 15-64","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,68.69592,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,5.74568,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,5.848245,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,5.953056,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,6.057823,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,6.154369,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,6.254764,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,6.277187,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,6.34847,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.448419,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,6.57562,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,6.724845,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,6.852675,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,6.997463,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,7.152091,,
"COL","Colombia","YP99P3PP_ST","Population 65 and over as % population","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,7.316165,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,40295.56,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,40813.54,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,41328.82,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,41848.96,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,42368.49,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,42888.59,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,43405.96,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,43926.93,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,44451.15,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,44978.83,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,45509.59,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,46044.6,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,46581.82,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,47121.09,,
"COL","Colombia","YP99TTL1_ST","Population","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,47661.79,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,45.46505,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,45.57892,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,46.25014,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,45.51827,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,45.06678,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,44.24677,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,43.84133,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,44.21733,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,46.54394,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,47.85213,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,48.74753,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,49.57008,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,49.42916,,
"COL","Colombia","YG9907PP_ST","Civilian labour force as % population all ages ","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,49.62987,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2000","2000","PER","Persons","3","Thousands",,,13394.39,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,13397.74,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,13386.43,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,13364.63,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2004","2004","PER","Persons","3","Thousands",,,13334.79,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2005","2005","PER","Persons","3","Thousands",,,13300.89,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2006","2006","PER","Persons","3","Thousands",,,13259.79,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2007","2007","PER","Persons","3","Thousands",,,13203.46,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2008","2008","PER","Persons","3","Thousands",,,13139.4,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2009","2009","PER","Persons","3","Thousands",,,13073.77,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,13012.59,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,12963.77,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,12922.99,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,12892.29,,
"COL","Colombia","YP99P1L1_ST","Population under 15","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,12872.59,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",85.20748,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",86.49936,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",88.87784,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",88.55734,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",88.75528,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",88.19149,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",88.4322,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",90.255,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",96.13181,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",103.0688,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",106.0308,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",106.9533,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",108.6199,,
"COL","Colombia","YG9907L1_IXOB","Civilian labour force, Index","TT","All persons","A","Annual","2015","2015","IDX","Index","0","Units","2010_100","2010=100",111.0024,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,74.1378,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,73.92349,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,74.58884,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,72.97839,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,71.83952,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,70.03899,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,68.93968,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,69.09779,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,72.32048,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,73.98051,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,75.00484,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,75.95785,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,75.4782,,
"COL","Colombia","YG9907P2_ST","Civilian labour force as % population 15-64 ","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,75.56815,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2000","2000","PC","Percentage","0","Units",,,33.24036,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,32.82671,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,32.39006,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,31.93541,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,31.47337,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,31.01265,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,30.54833,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,30.05778,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,29.55919,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,29.06649,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,28.59308,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,28.15481,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,27.74256,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,27.35991,,
"COL","Colombia","YP99P1PP_ST","Population under 15 as % population","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,27.0082,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YS99TTP1_ST","Gender share in civilian employment","TT","All persons","A","Annual","2015","2015","PC","Percentage","0","Units",,,100,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,14.9769,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,15.55853,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,14.08584,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,13.64707,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,11.79595,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,12.03312,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,11.17635,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,11.26173,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,12.01231,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,11.77365,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,10.80878,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,10.36882,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,9.631661,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,9.094087,,
"COL","Colombia","YT99UNPT_ST","Unemployment rate as % civilian labour force","TT","All persons","A","Annual","2015","2015","PC","Percentage","0","Units",,,8.91951,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2001","2001","PC","Percentage","0","Units",,,38.65579,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2002","2002","PC","Percentage","0","Units",,,38.48751,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2003","2003","PC","Percentage","0","Units",,,39.73542,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2004","2004","PC","Percentage","0","Units",,,39.30636,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2005","2005","PC","Percentage","0","Units",,,39.75073,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2006","2006","PC","Percentage","0","Units",,,38.9225,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2007","2007","PC","Percentage","0","Units",,,38.94147,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2008","2008","PC","Percentage","0","Units",,,39.23769,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2009","2009","PC","Percentage","0","Units",,,40.95293,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2010","2010","PC","Percentage","0","Units",,,42.21819,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2011","2011","PC","Percentage","0","Units",,,43.47852,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2012","2012","PC","Percentage","0","Units",,,44.43024,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2013","2013","PC","Percentage","0","Units",,,44.66831,,
"COL","Colombia","YT99CEPP_ST","Civilian employment as % population all ages","TT","All persons","A","Annual","2014","2014","PC","Percentage","0","Units",,,45.11649,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2000","2000","IDX","Index","0","Units","2010_100","2010=100",88.54303,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2001","2001","IDX","Index","0","Units","2010_100","2010=100",89.6812,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2002","2002","IDX","Index","0","Units","2010_100","2010=100",90.81345,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2003","2003","IDX","Index","0","Units","2010_100","2010=100",91.95637,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2004","2004","IDX","Index","0","Units","2010_100","2010=100",93.09795,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2005","2005","IDX","Index","0","Units","2010_100","2010=100",94.24079,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2006","2006","IDX","Index","0","Units","2010_100","2010=100",95.37762,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2007","2007","IDX","Index","0","Units","2010_100","2010=100",96.52237,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2008","2008","IDX","Index","0","Units","2010_100","2010=100",97.67426,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2009","2009","IDX","Index","0","Units","2010_100","2010=100",98.83376,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2010","2010","IDX","Index","0","Units","2010_100","2010=100",100,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2011","2011","IDX","Index","0","Units","2010_100","2010=100",101.1756,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2012","2012","IDX","Index","0","Units","2010_100","2010=100",102.3561,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2013","2013","IDX","Index","0","Units","2010_100","2010=100",103.541,,
"COL","Colombia","YG9901L1_IXOB","Population, Index","TT","All persons","A","Annual","2014","2014","IDX","Index","0","Units","2010_100","2010=100",104.7291,,
"COL","Colombia","YT99CLL1_ST","Civilian Labour force","TT","All persons","A","Annual","2001","2001","PER","Persons","3","Thousands",,,18555.89,,
"COL","Colombia","YT99CLL1_ST","Civilian Labour force","TT","All persons","A","Annual","2002","2002","PER","Persons","3","Thousands",,,18837.23,,
"COL","Colombia","YT99CLL1_ST","Civilian Labour force","TT","All persons","A","Annual","2003","2003","PER","Persons","3","Thousands",,,19355.2,,
